Event,Pid,RT,HumanProbability,SequencePosition,Suspect,WitnessGender,Claim,Context,ContextDegree,ContextCat
350,767878,4575.79500001157,50,6,0,1,1,1,0.4,0
354,767878,7179.95000001974,45,7,0,0,1,1,0.5,NaN
358,767878,4803.60000001383,55,8,0,1,1,1,0.571428571428571,1
362,767878,2671.01999997976,50,9,0,1,0,1,0.625,1
366,767878,6187.46000001556,55,10,0,1,1,1,0.555555555555556,1
371,767881,13860.9999999899,50,0,0,3,3,1,NaN,NaN
376,767881,5895.19999999902,60,1,0,0,0,1,NaN,NaN
380,767881,6510.59999999416,55,2,0,0,1,1,0,0
384,767881,5124.7000000003,50,3,0,1,1,1,0.5,NaN
388,767881,7017.0999999973,50,4,0,1,1,1,0.666666666666667,1
392,767881,4270.19999999902,56,5,0,0,0,1,0.75,1
396,767881,4518.89999999548,60,6,0,1,0,1,0.6,1
400,767881,6735.59999999998,56,7,0,0,1,1,0.5,NaN
404,767881,7796.30000000179,63,8,0,1,0,1,0.571428571428571,1
408,767881,6151.20000000752,58,9,0,1,1,1,0.5,NaN
412,767881,8755.799999999,53,10,0,0,1,1,0.555555555555556,1
463,767885,12131,41,0,0,3,3,1,NaN,NaN
468,767885,4762,51,1,0,1,1,1,NaN,NaN
472,767885,4758,47,2,0,0,0,1,1,1
476,767885,3391,39,3,0,1,0,1,0.5,NaN
480,767885,4769,43,4,0,0,1,1,0.333333333333333,0
484,767885,13274,48,5,0,1,1,1,0.5,NaN
488,767885,4195,56,6,0,0,0,1,0.6,1
492,767885,3292.00000000001,53,7,0,0,1,1,0.5,NaN
496,767885,2131.99999999999,62,8,0,0,1,1,0.571428571428571,1
500,767885,2661.99999999999,67,9,0,1,1,1,0.625,1
504,767885,8412,51,10,0,1,0,1,0.666666666666667,1
785,767892,15708.0000000424,60,0,0,3,3,1,NaN,NaN
790,767892,7765.00000001397,76,1,0,0,1,1,NaN,NaN
794,767892,6456.00000000559,78,2,0,0,1,1,1,1
798,767892,6198.00000003306,87,3,0,0,1,1,1,1
802,767892,8108.00000000745,57,4,0,1,0,1,1,1
806,767892,6048.00000000978,73,5,0,1,1,1,0.75,1
810,767892,5315.00000000233,56,6,0,0,0,1,0.8,1
814,767892,5929.99999999302,100,7,0,1,0,1,0.666666666666667,1
818,767892,7047.99999995157,69,8,0,1,1,1,0.571428571428571,1
822,767892,8333.00000004238,39,9,0,0,0,1,0.625,1
826,767892,7411.00000002189,70,10,0,1,1,1,0.555555555555556,1
418,767898,7802,30,0,0,3,3,1,NaN,NaN
422,767898,3001,57,1,0,0,1,1,NaN,NaN
427,767898,1828,65,2,0,1,1,1,1,1
430,767898,2262,66,3,0,1,1,1,1,1
434,767898,2401,47,4,0,1,0,1,1,1
438,767898,3055,36,5,0,0,0,1,0.75,1
442,767898,1781,66,6,0,0,1,1,0.6,1
446,767898,1986,71,7,0,1,1,1,0.666666666666667,1
450,767898,2745,31,8,0,1,0,1,0.714285714285714,1
454,767898,1653,58,9,0,0,1,1,0.625,1
458,767898,1683,37,10,0,0,0,1,0.666666666666667,1
509,767906,10005.5550000397,50,0,0,3,3,1,NaN,NaN
514,767906,7181.00500002038,38,1,0,0,1,1,NaN,NaN
518,767906,5585.55499999784,52,2,0,0,0,1,1,1
522,767906,5369.50500000967,60,3,0,0,1,1,0.5,NaN
526,767906,4058.08500002604,70,4,0,1,1,1,0.666666666666667,1
530,767906,3208.69499997934,75,5,0,1,1,1,0.75,1
534,767906,2667.10000002058,70,6,0,1,0,1,0.8,1
538,767906,3000.71500003105,65,7,0,0,0,1,0.666666666666667,1
542,767906,4459.50999995694,70,8,0,1,1,1,0.571428571428571,1
546,767906,3234.33499998646,65,9,0,1,0,1,0.625,1
550,767906,3518.87000002898,70,10,0,0,1,1,0.555555555555556,1
555,767909,16932.9899998847,50,0,0,3,3,1,NaN,NaN
560,767909,9201.78000000305,45,1,0,0,0,1,NaN,NaN
564,767909,6181.30500009283,55,2,0,1,1,1,0,0
568,767909,4781.45000012591,60,3,0,1,1,1,0.5,NaN
572,767909,5436.8549999781,55,4,0,0,0,1,0.666666666666667,1
576,767909,4290.40000005625,60,5,0,1,1,1,0.5,NaN
580,767909,4659.20999995433,65,6,0,0,1,1,0.6,1
584,767909,5219.67999986373,70,7,0,0,1,1,0.666666666666667,1
588,767909,5571.31000002846,65,8,0,1,0,1,0.714285714285714,1
592,767909,4317.3600002192,60,9,0,1,0,1,0.625,1
596,767909,5421.89000011422,55,10,0,0,1,1,0.555555555555556,1
602,767913,8049.78499934077,25,0,0,3,3,1,NaN,NaN
606,767913,15377.4999994785,17,1,0,0,0,1,NaN,NaN
611,767913,8210.23499965668,62,2,0,1,1,1,0,0
614,767913,4402.3099988699,68,3,0,0,1,1,0.5,NaN
618,767913,2666.50000028312,73,4,0,1,1,1,0.666666666666667,1
622,767913,2368.65999922156,71,5,0,0,1,1,0.75,1
626,767913,3497.31000140309,18,6,0,1,0,1,0.8,1
630,767913,2986.85500025749,20,7,0,0,0,1,0.666666666666667,1
634,767913,2498.97999875247,15,8,0,1,0,1,0.571428571428571,1
638,767913,3370.2550008893,71,9,0,0,1,1,0.5,NaN
642,767913,6346.51499986649,65,10,0,1,1,1,0.555555555555556,1
647,767918,8620,21,0,0,3,3,1,NaN,NaN
652,767918,1745,68,1,0,0,1,1,NaN,NaN
656,767918,1511,76,2,0,0,1,1,1,1
660,767918,1775,75,3,0,1,1,1,1,1
664,767918,1874,82,4,0,1,1,1,1,1
668,767918,1703,89,5,0,1,1,1,1,1
672,767918,1747,75,6,0,0,0,1,1,1
676,767918,1764,72,7,0,1,0,1,0.833333333333333,1
680,767918,1623,67,8,0,1,0,1,0.714285714285714,1
684,767918,1604,78,9,0,0,1,1,0.625,1
688,767918,1779,82,10,0,0,0,1,0.666666666666667,1
693,767921,8031.90000005998,50,0,0,3,3,1,NaN,NaN
698,767921,8820.10999997146,50,1,0,1,0,1,NaN,NaN
702,767921,3881.80499989539,50,2,0,0,1,1,0,0
706,767921,5894.6050000377,50,3,0,0,0,1,0.5,NaN
710,767921,10480.654999963,51,4,0,1,1,1,0.333333333333333,0
714,767921,4468.85499998461,51,5,0,0,1,1,0.5,NaN
718,767921,4924.30499999318,51,6,0,0,0,1,0.6,1
722,767921,3778.76500005368,53,7,0,1,1,1,0.5,NaN
726,767921,6520.56500001345,60,8,0,1,1,1,0.571428571428571,1
730,767921,5475.61500000302,62,9,0,0,1,1,0.625,1
734,767921,6637.19500007574,58,10,0,1,0,1,0.666666666666667,1
739,767928,8406,50,0,0,3,3,1,NaN,NaN
744,767928,6212,55,1,0,0,1,1,NaN,NaN
748,767928,4302,56,2,0,0,1,1,1,1
752,767928,2515,74,3,0,0,1,1,1,1
756,767928,1905,80,4,0,1,1,1,1,1
760,767928,2198,88,5,0,1,1,1,1,1
764,767928,1592,92,6,0,1,1,1,1,1
768,767928,2541,81,7,0,1,0,1,1,1
772,767928,1761,78,8,0,0,0,1,0.857142857142857,1
776,767928,1989,74,9,0,0,0,1,0.75,1
780,767928,2134,66,10,0,1,0,1,0.666666666666667,1
831,767934,10435.7999999993,50,0,0,3,3,1,NaN,NaN
836,767934,11876.4850000007,45,1,0,0,0,1,NaN,NaN
840,767934,9818.36000000112,50,2,0,1,1,1,0,0
844,767934,18219.5299999985,55,3,0,0,1,1,0.5,NaN
848,767934,8477.34499999933,60,4,0,0,1,1,0.666666666666667,1
852,767934,7492.04500000087,65,5,0,0,1,1,0.75,1
856,767934,8566.5399999998,65,6,0,1,1,1,0.8,1
860,767934,5113.08999999892,70,7,0,1,1,1,0.833333333333333,1
864,767934,10976.2749999991,65,8,0,1,0,1,0.857142857142857,1
868,767934,7440.88999999985,60,9,0,1,0,1,0.75,1
872,767934,4538.99499999898,60,10,0,0,0,1,0.666666666666667,1
923,767936,23376.6350001097,52,0,0,3,3,1,NaN,NaN
928,767936,9130.16499998048,60,1,0,1,1,1,NaN,NaN
932,767936,14182.3650000151,60,2,0,0,1,1,1,1
936,767936,5742.49500012957,65,3,0,1,1,1,1,1
940,767936,10945.2099998016,52,4,0,0,0,1,1,1
944,767936,4195.19000011496,56,5,0,0,1,1,0.75,1
948,767936,11600.8650001604,50,6,0,0,0,1,0.8,1
952,767936,6883.86000017636,45,7,0,1,0,1,0.666666666666667,1
956,767936,6545.09999998845,40,8,0,1,0,1,0.571428571428571,1
960,767936,7316.8299999088,45,9,0,1,1,1,0.5,NaN
964,767936,7797.19500010833,50,10,0,0,1,1,0.555555555555556,1
877,767945,12066.3199999981,40,0,0,3,3,1,NaN,NaN
882,767945,6915.88500000216,30,1,0,1,1,1,NaN,NaN
886,767945,4989.74500000622,30,2,0,1,0,1,1,1
890,767945,4808.4050000034,35,3,0,1,1,1,0.5,NaN
894,767945,6468.16500000568,30,4,0,0,0,1,0.666666666666667,1
898,767945,3548.66000000038,25,5,0,1,0,1,0.5,NaN
902,767945,4301.24500000238,30,6,0,0,1,1,0.4,0
906,767945,5374.66499999573,35,7,0,0,1,1,0.5,NaN
910,767945,4529.28999999858,30,8,0,0,0,1,0.571428571428571,1
914,767945,3597.37499999756,35,9,0,1,1,1,0.5,NaN
918,767945,3380.86499999918,40,10,0,0,1,1,0.555555555555556,1
969,767952,8386.46999999764,50,0,0,3,3,1,NaN,NaN
974,767952,77745.9349999845,50,1,0,1,0,1,NaN,NaN
978,767952,5717.51499999664,50,2,0,1,1,1,0,0
982,767952,7570.3199999989,55,3,0,0,1,1,0.5,NaN
986,767952,5122.57000000682,50,4,0,0,0,1,0.666666666666667,1
990,767952,2939.85500000417,50,5,0,0,1,1,0.5,NaN
994,767952,3489.92500000168,50,6,0,0,1,1,0.6,1
998,767952,3249.17999998434,50,7,0,1,1,1,0.666666666666667,1
1002,767952,2519.36999999452,61,8,0,1,1,1,0.714285714285714,1
1006,767952,3400.29999997932,61,9,0,0,0,1,0.75,1
1010,767952,6730.7949999813,62,10,0,1,0,1,0.666666666666667,1
1015,767954,13028.6999999953,50,0,0,3,3,1,NaN,NaN
1020,767954,5990.10000000999,50,1,0,0,1,1,NaN,NaN
1024,767954,4123.20000000182,50,2,0,0,0,1,1,1
1028,767954,3179.99999999302,50,3,0,1,1,1,0.5,NaN
1032,767954,2707.80000000377,50,4,0,1,0,1,0.666666666666667,1
1036,767954,2281.90000000177,50,5,0,1,1,1,0.5,NaN
1040,767954,2197.00000000012,50,6,0,0,0,1,0.6,1
1044,767954,4148.80000000994,50,7,0,0,1,1,0.5,NaN
1048,767954,4025.39999999863,50,8,0,1,0,1,0.571428571428571,1
1052,767954,3862.69999999786,50,9,0,1,1,1,0.5,NaN
1056,767954,3142.6000000065,50,10,0,0,1,1,0.555555555555556,1
1291,767959,10791.8950000021,50,0,0,3,3,1,NaN,NaN
1296,767959,7705.4749999952,50,1,0,0,1,1,NaN,NaN
1300,767959,3361.06999998447,50,2,0,0,0,1,1,1
1304,767959,3706.03000000119,50,3,0,1,1,1,0.5,NaN
1308,767959,3785.58999998495,50,4,0,0,0,1,0.666666666666667,1
1312,767959,4281.31500000018,50,5,0,0,1,1,0.5,NaN
1316,767959,3160.63999998732,50,6,0,1,1,1,0.6,1
1320,767959,3257.27499998175,50,7,0,1,0,1,0.666666666666667,1
1324,767959,3257.76000000769,50,8,0,0,1,1,0.571428571428571,1
1328,767959,3401.91499999491,50,9,0,1,1,1,0.625,1
1332,767959,3154.13999999873,50,10,0,1,0,1,0.666666666666667,1
1107,767964,17681.9999999998,21,0,0,3,3,1,NaN,NaN
1112,767964,7565.90000000006,38,1,0,0,1,1,NaN,NaN
1116,767964,6588.60000000003,29,2,0,0,0,1,1,1
1120,767964,7847.89999999998,26,3,0,0,0,1,0.5,NaN
1124,767964,7973.09999999994,22,4,0,1,0,1,0.333333333333333,0
1128,767964,19035.4,22,5,0,1,0,1,0.25,0
1132,767964,3403.40000000015,35,6,0,1,1,1,0.2,0
1136,767964,3077.49999999987,41,7,0,1,1,1,0.333333333333333,0
1140,767964,3127.29999999987,43,8,0,0,1,1,0.428571428571429,0
1144,767964,2794.30000000002,45,9,0,1,1,1,0.5,NaN
1148,767964,4017.29999999999,50,10,0,0,1,1,0.555555555555556,1
1199,767969,16881.9000000076,37,0,0,3,3,1,NaN,NaN
1204,767969,21359.2999999964,1,1,0,1,1,1,NaN,NaN
1208,767969,4235.79999999492,1,2,0,1,1,1,1,1
1212,767969,3638.09999999648,1,3,0,0,1,1,1,1
1216,767969,7639.40000000002,1,4,0,1,0,1,1,1
1220,767969,3785.19999999844,1,5,0,1,1,1,0.75,1
1224,767969,2833.59999999811,1,6,0,0,1,1,0.8,1
1228,767969,4217.79999999853,1,7,0,0,0,1,0.833333333333333,1
1232,767969,9743.70000000636,1,8,0,0,1,1,0.714285714285714,1
1236,767969,3068.79999999364,1,9,0,0,0,1,0.75,1
1240,767969,6395.90000000317,1,10,0,1,0,1,0.666666666666667,1
1061,767970,7365.79000001075,2,0,0,3,3,1,NaN,NaN
1066,767970,3299.37999998219,16,1,0,1,1,1,NaN,NaN
1070,767970,3230.4099999601,12,2,0,0,1,1,1,1
1074,767970,3738.40999999084,13,3,0,0,0,1,1,1
1078,767970,2179.6650000033,13,4,0,0,1,1,0.666666666666667,1
1082,767970,2571.40499999514,12,5,0,1,1,1,0.75,1
1086,767970,2586.8199999677,12,6,0,0,1,1,0.8,1
1090,767970,2338.5249999701,14,7,0,0,0,1,0.833333333333333,1
1094,767970,2471.24500002246,11,8,0,1,0,1,0.714285714285714,1
1098,767970,2747.68499995116,12,9,0,1,0,1,0.625,1
1102,767970,2653.54500000831,15,10,0,1,1,1,0.555555555555556,1
1153,767976,5490.49000000377,65,0,0,3,3,1,NaN,NaN
1158,767976,5692.78499999928,38,1,0,1,0,1,NaN,NaN
1162,767976,4457.01499999996,30,2,0,0,0,1,0,0
1166,767976,3159.29999999935,40,3,0,0,1,1,0,0
1170,767976,3150.43499999592,50,4,0,1,1,1,0.333333333333333,0
1174,767976,3450.98500000313,65,5,0,1,1,1,0.5,NaN
1178,767976,7480.75000000244,75,6,0,0,1,1,0.6,1
1182,767976,5097.67999999895,85,7,0,1,1,1,0.666666666666667,1
1186,767976,2762.80500000576,90,8,0,0,1,1,0.714285714285714,1
1190,767976,7499.4050000023,80,9,0,0,0,1,0.75,1
1194,767976,6165.00500000257,70,10,0,1,0,1,0.666666666666667,1
1429,767983,9491.63000006229,60,0,0,3,3,1,NaN,NaN
1434,767983,10144.639999955,20,1,0,0,0,1,NaN,NaN
1438,767983,9359.69499999192,50,2,0,0,1,1,0,0
1442,767983,6272.08500006236,75,3,0,0,1,1,0.5,NaN
1446,767983,5521.23499999288,40,4,0,0,0,1,0.666666666666667,1
1450,767983,6893.99499993306,55,5,0,1,1,1,0.5,NaN
1454,767983,7596.23999998439,45,6,0,1,0,1,0.6,1
1458,767983,8302.13000008371,40,7,0,1,0,1,0.5,NaN
1462,767983,3485.31000001822,50,8,0,1,1,1,0.428571428571429,0
1466,767983,3758.89000005554,52,9,0,1,1,1,0.5,NaN
1470,767983,4499.17500000447,54,10,0,0,1,1,0.555555555555556,1
1245,767986,9342.47999999207,18,0,0,3,3,1,NaN,NaN
1250,767986,10768.0349999573,20,1,0,1,1,1,NaN,NaN
1254,767986,11497.6850000094,12,2,0,0,0,1,1,1
1258,767986,4705.13000001665,20,3,0,1,1,1,0.5,NaN
1262,767986,4872.64000001596,10,4,0,1,0,1,0.666666666666667,1
1266,767986,5942.40499997977,20,5,0,1,1,1,0.5,NaN
1270,767986,3809.41499996698,19,6,0,0,1,1,0.6,1
1274,767986,1898.38500000769,5,7,0,1,0,1,0.666666666666667,1
1278,767986,2737.90500004543,12,8,0,0,1,1,0.571428571428571,1
1282,767986,2666.58499999903,8,9,0,0,0,1,0.625,1
1286,767986,4170.5850000144,22,10,0,0,1,1,0.555555555555556,1
1337,767989,7425.08499999531,30,0,0,3,3,1,NaN,NaN
1342,767989,6817.00499984436,50,1,0,1,1,1,NaN,NaN
1346,767989,4046.59000015818,50,2,0,0,0,1,1,1
1350,767989,9155.46000003815,40,3,0,0,1,1,0.5,NaN
1354,767989,5226.50499991141,55,4,0,1,1,1,0.666666666666667,1
1358,767989,4728.27000007965,45,5,0,0,0,1,0.75,1
1362,767989,3729.55500008538,35,6,0,1,0,1,0.6,1
1366,767989,3227.85500017926,35,7,0,1,0,1,0.5,NaN
1370,767989,6834.92000005208,55,8,0,0,1,1,0.428571428571429,0
1374,767989,4408.33999984898,60,9,0,1,1,1,0.5,NaN
1378,767989,3318.27499996871,60,10,0,0,1,1,0.555555555555556,1
1521,768004,23138.6150000035,45,0,0,3,3,1,NaN,NaN
1526,768004,13552.2500000079,25,1,0,1,1,1,NaN,NaN
1530,768004,10037.6599999727,25,2,0,0,1,1,1,1
1534,768004,5943.56500002323,25,3,0,0,1,1,1,1
1538,768004,6294.65500000515,25,4,0,0,1,1,1,1
1542,768004,6850.2800000133,25,5,0,1,1,1,1,1
1546,768004,6519.21500000753,25,6,0,0,0,1,1,1
1550,768004,11049.3450000067,25,7,0,1,0,1,0.833333333333333,1
1554,768004,8728.40500000166,25,8,0,0,0,1,0.714285714285714,1
1558,768004,8607.45000001043,25,9,0,1,1,1,0.625,1
1562,768004,8083.74999999069,25,10,0,1,0,1,0.666666666666667,1
1475,768005,16816.6999999667,40,0,0,3,3,1,NaN,NaN
1480,768005,11484.5000000205,45,1,0,0,1,1,NaN,NaN
1484,768005,7979.00000005029,45,2,0,1,1,1,1,1
1488,768005,3974.80000008363,51,3,0,1,1,1,1,1
1492,768005,5199.49999998789,51,4,0,1,0,1,1,1
1496,768005,8483.80000004545,48,5,0,0,0,1,0.75,1
1500,768005,8075.89999993797,46,6,0,1,0,1,0.6,1
1504,768005,5156.70000005048,44,7,0,0,0,1,0.5,NaN
1508,768005,5326.99999993201,50,8,0,0,1,1,0.428571428571429,0
1512,768005,4222.1000000136,55,9,0,1,1,1,0.5,NaN
1516,768005,6045.90000002645,61,10,0,0,1,1,0.555555555555556,1
1567,768014,9419,50,0,0,3,3,1,NaN,NaN
1572,768014,11999,50,1,0,0,1,1,NaN,NaN
1576,768014,8652,50,2,0,1,1,1,1,1
1580,768014,10025,50,3,0,1,0,1,1,1
1584,768014,9555,50,4,0,1,0,1,0.666666666666667,1
1588,768014,8650,60,5,0,1,1,1,0.5,NaN
1592,768014,7201,65,6,0,0,1,1,0.6,1
1596,768014,7516,75,7,0,1,1,1,0.666666666666667,1
1600,768014,8311,70,8,0,0,0,1,0.714285714285714,1
1604,768014,8243,65,9,0,0,0,1,0.625,1
1608,768014,4691,70,10,0,0,1,1,0.555555555555556,1
1659,768027,18916,50,0,0,3,3,1,NaN,NaN
1664,768027,6471,59,1,0,0,1,1,NaN,NaN
1669,768027,3532,61,2,0,1,1,1,1,1
1672,768027,8146,50,3,0,1,0,1,1,1
1676,768027,4383,55,4,0,0,1,1,0.666666666666667,1
1680,768027,4882,57,5,0,1,1,1,0.75,1
1684,768027,4987,50,6,0,0,0,1,0.8,1
1688,768027,5105,54,7,0,0,1,1,0.666666666666667,1
1692,768027,8270,50,8,0,1,0,1,0.714285714285714,1
1696,768027,4122,59,9,0,1,1,1,0.625,1
1700,768027,9877,50,10,0,0,0,1,0.666666666666667,1
1613,768029,10803,50,0,0,3,3,1,NaN,NaN
1618,768029,4533,50,1,0,1,1,1,NaN,NaN
1622,768029,4443,50,2,0,0,1,1,1,1
1626,768029,2784,50,3,0,1,1,1,1,1
1630,768029,8589,40,4,0,0,0,1,1,1
1634,768029,2342,50,5,0,0,1,1,0.75,1
1638,768029,4488,50,6,0,1,1,1,0.8,1
1642,768029,5980,40,7,0,1,0,1,0.833333333333333,1
1646,768029,4511,40,8,0,0,0,1,0.714285714285714,1
1650,768029,5535,40,9,0,1,0,1,0.625,1
1654,768029,3848,50,10,0,0,1,1,0.555555555555556,1
1705,768037,13998.7999999939,57,0,0,3,3,1,NaN,NaN
1710,768037,16335.4000000036,49,1,0,0,1,1,NaN,NaN
1714,768037,9732.40000000078,50,2,0,1,1,1,1,1
1718,768037,3821.90000000264,50,3,0,0,1,1,1,1
1722,768037,5385.19999999698,51,4,0,1,0,1,1,1
1726,768037,4490.69999999483,49,5,0,0,1,1,0.75,1
1730,768037,8611.50000000634,51,6,0,1,1,1,0.8,1
1734,768037,4643.60000000306,49,7,0,0,0,1,0.833333333333333,1
1738,768037,12039.0000000043,51,8,0,1,0,1,0.714285714285714,1
1742,768037,7407.20000000147,49,9,0,1,1,1,0.625,1
1746,768037,9475.80000000016,51,10,0,0,0,1,0.666666666666667,1
1751,768038,9118.73500002548,60,0,0,3,3,1,NaN,NaN
1756,768038,9756.27999997232,60,1,0,0,1,1,NaN,NaN
1760,768038,7297.45000001276,65,2,0,1,1,1,1,1
1764,768038,8566.81500002742,50,3,0,1,0,1,1,1
1768,768038,7859.72499998752,70,4,0,0,1,1,0.666666666666667,1
1772,768038,6434.28499996662,45,5,0,1,0,1,0.75,1
1776,768038,6262.44999998016,55,6,0,0,1,1,0.6,1
1780,768038,4348.50999998162,30,7,0,0,0,1,0.666666666666667,1
1784,768038,4271.7849999899,35,8,0,1,1,1,0.571428571428571,1
1788,768038,4204.93000000715,45,9,0,1,1,1,0.625,1
1792,768038,5194.18500002939,20,10,0,0,0,1,0.666666666666667,1
1843,768044,47390,5,0,0,3,3,1,NaN,NaN
1848,768044,24561,5,1,0,1,1,1,NaN,NaN
1852,768044,9197,5,2,0,0,1,1,1,1
1856,768044,10907,6,3,0,1,0,1,1,1
1860,768044,10600,3,4,0,0,0,1,0.666666666666667,1
1864,768044,17021,3,5,0,0,1,1,0.5,NaN
1868,768044,3561,4,6,0,1,1,1,0.6,1
1872,768044,2854,5,7,0,1,0,1,0.666666666666667,1
1876,768044,2679.00000000003,2,8,0,0,0,1,0.571428571428571,1
1880,768044,2118,6,9,0,0,1,1,0.5,NaN
1884,768044,1831.99999999997,2,10,0,1,1,1,0.555555555555556,1
1797,768046,24041.2800000049,50,0,0,3,3,1,NaN,NaN
1802,768046,6057.91999999201,50,1,0,0,0,1,NaN,NaN
1806,768046,2447.21499999287,50,2,0,0,0,1,0,0
1810,768046,2357.71999997087,50,3,0,1,0,1,0,0
1814,768046,3111.16999998922,50,4,0,0,1,1,0,0
1818,768046,2513.86999996612,50,5,0,1,1,1,0.25,0
1822,768046,2298.17000002367,50,6,0,0,1,1,0.4,0
1826,768046,4366.67000001762,50,7,0,0,1,1,0.5,NaN
1830,768046,3309.65499999002,50,8,0,1,0,1,0.571428571428571,1
1834,768046,3214.96000001207,50,9,0,1,1,1,0.5,NaN
1838,768046,3391.26499998383,50,10,0,1,1,1,0.555555555555556,1
1889,768057,10953,50,0,0,3,3,1,NaN,NaN
1894,768057,6212,50,1,0,0,0,1,NaN,NaN
1898,768057,4709,50,2,0,0,1,1,0,0
1902,768057,3000,50,3,0,1,1,1,0.5,NaN
1906,768057,6759,50,4,0,0,1,1,0.666666666666667,1
1910,768057,6591,56,5,0,1,1,1,0.75,1
1914,768057,3032,52,6,0,0,0,1,0.8,1
1918,768057,3414,45,7,0,1,0,1,0.666666666666667,1
1922,768057,8278,36,8,0,1,0,1,0.571428571428571,1
1926,768057,3296,39,9,0,1,1,1,0.5,NaN
1930,768057,3545,50,10,0,0,1,1,0.555555555555556,1
1935,768066,12837.4749999493,60,0,0,3,3,1,NaN,NaN
1940,768066,6580.7400001213,15,1,0,1,1,1,NaN,NaN
1944,768066,4375.08999998681,28,2,0,0,1,1,1,1
1948,768066,6107.50499996357,21,3,0,0,1,1,1,1
1952,768066,8753.25500010513,36,4,0,0,0,1,1,1
1956,768066,7777.84499991685,38,5,0,1,0,1,0.75,1
1960,768066,4093.36499986239,34,6,0,0,1,1,0.6,1
1964,768066,2938.13000014052,36,7,0,1,1,1,0.666666666666667,1
1968,768066,3469.88500002772,25,8,0,1,0,1,0.714285714285714,1
1972,768066,3438.89999995008,34,9,0,0,0,1,0.625,1
1976,768066,2757.62000004761,21,10,0,1,1,1,0.555555555555556,1
1981,768081,7619.99999999989,39,0,0,3,3,1,NaN,NaN
1986,768081,4984.80000000018,51,1,0,1,1,1,NaN,NaN
1990,768081,8086.10000000044,6,2,0,1,0,1,1,1
1994,768081,3588.40000000055,1,3,0,1,0,1,0.5,NaN
1998,768081,3181.70000000009,1,4,0,0,0,1,0.333333333333333,0
2002,768081,2108.00000000017,50,5,0,0,1,1,0.25,0
2006,768081,1680.50000000039,53,6,0,0,1,1,0.4,0
2010,768081,5618.19999999989,54,7,0,0,1,1,0.5,NaN
2014,768081,2360.79999999947,48,8,0,1,1,1,0.571428571428571,1
2018,768081,3703.60000000073,1,9,0,0,0,1,0.625,1
2022,768081,1791.49999999936,52,10,0,1,1,1,0.555555555555556,1
2027,768082,12180,58,0,0,3,3,1,NaN,NaN
2032,768082,19482,41,1,0,1,0,1,NaN,NaN
2036,768082,18192,52,2,0,1,1,1,0,0
2040,768082,12365,53,3,0,0,1,1,0.5,NaN
2044,768082,4212,51,4,0,0,1,1,0.666666666666667,1
2048,768082,6049,58,5,0,1,0,1,0.75,1
2052,768082,9163,62,6,0,0,0,1,0.6,1
2056,768082,8338,56,7,0,0,1,1,0.5,NaN
2060,768082,4332,64,8,0,1,1,1,0.571428571428571,1
2064,768082,3500,56,9,0,1,1,1,0.625,1
2068,768082,9127,56,10,0,0,0,1,0.666666666666667,1
2073,768091,7514,50,0,0,3,3,1,NaN,NaN
2078,768091,6318,24,1,0,0,0,1,NaN,NaN
2082,768091,2854,66,2,0,0,1,1,0,0
2086,768091,2149,71,3,0,0,1,1,0.5,NaN
2090,768091,3404.00000000001,33,4,0,1,0,1,0.666666666666667,1
2094,768091,2449,32,5,0,0,0,1,0.5,NaN
2098,768091,2113,66,6,0,1,1,1,0.4,0
2102,768091,1938,66,7,0,0,1,1,0.5,NaN
2106,768091,2044,33,8,0,1,0,1,0.571428571428571,1
2110,768091,1808,66,9,0,1,1,1,0.5,NaN
2114,768091,2030,68,10,0,1,1,1,0.555555555555556,1
2119,768099,766498.40000004,93,0,0,3,3,1,NaN,NaN
2124,768099,7273.80999998422,68,1,0,1,1,1,NaN,NaN
2128,768099,4712.08000002662,73,2,0,0,1,1,1,1
2132,768099,6430.48999999883,31,3,0,1,0,1,1,1
2136,768099,3695.7500000135,20,4,0,0,0,1,0.666666666666667,1
2140,768099,3649.50500003761,75,5,0,0,1,1,0.5,NaN
2144,768099,5390.82999998936,60,6,0,0,1,1,0.6,1
2148,768099,7549.41999999573,23,7,0,0,0,1,0.666666666666667,1
2152,768099,4734.68500003219,29,8,0,1,1,1,0.571428571428571,1
2156,768099,4673.1499999878,43,9,0,1,1,1,0.625,1
2160,768099,6882.12000002386,34,10,0,1,0,1,0.666666666666667,1
2165,768106,14416.584999999,34,0,0,3,3,1,NaN,NaN
2170,768106,6565.49000000814,22,1,0,1,1,1,NaN,NaN
2174,768106,4583.48500001011,21,2,0,0,1,1,1,1
2178,768106,10288.6049999943,11,3,0,0,0,1,1,1
2182,768106,7165.7600000035,42,4,0,0,1,1,0.666666666666667,1
2186,768106,8123.05000000924,32,5,0,0,1,1,0.75,1
2190,768106,4760.42000000598,7,6,0,0,0,1,0.8,1
2194,768106,7174.16999999841,38,7,0,1,1,1,0.666666666666667,1
2198,768106,4809.84500001068,36,8,0,1,1,1,0.714285714285714,1
2202,768106,5909.4449999975,9,9,0,1,0,1,0.75,1
2206,768106,4760.62499999534,14,10,0,1,0,1,0.666666666666667,1
2257,768114,6209.4700000016,24,0,0,3,3,1,NaN,NaN
2262,768114,9890.80000000104,15,1,0,1,0,1,NaN,NaN
2266,768114,3003.44000000041,46,2,0,1,1,1,0,0
2270,768114,6048.59000000579,47,3,0,0,1,1,0.5,NaN
